anchor,response
Clot was nowhere near her Amygdala. Means her fear emotions were working perfectly.,Yeah.
Yeah. So her bravery was not a symptom.,Yeah.
She enjoys life more than you do.,Right.
She stole that kiss from Chase. What have done lately?,I'm pacing myself unlike her I have the luxury of time.
Handing her tickets to the American Museum of Natural History In case you want to see real butterflies. They hug and she kisses him on the cheek,I'm not gonna kiss you no matter what you say. She hugs him
"It's sunny outside, you should go for a walk.",He looks at his cane Not much for long walks in the Park. Now get.
Now get. Right leg?,Huh?
Your right leg? You can still ride. We've got excellent financing right now. It lists for 10-8 but I'll let you steal it out the door for 10-3.,No thanks. He starts to leave and then turns back Could I test drive one of these things?
How does falling off your roof do that to a guy's fingers?,Could have tweaked a vertebrae in his neck.
"Could have tweaked a vertebrae in his neck. Could have pinged on the ulnar!House is staring down at a red stain on Cuddy's tank top just below her breasts. Sorry, trouble concentrating. That tank top really absorbs moisture.","Could have pinged the ulnar nerve, cut the blood flow. Or it could be"
"DIC.? Guy falls off a roof, the first thought is it's always a clotting pRoblem",Trauma can activate the clotting enzymes. Guy could loose more than his hand.
Do I get bonus points if I act like I care?,"Cervical MRI, work up for DIC, and start him on a heparin drip"
"Cervical MRI, work up for DIC, and start him on a heparin drip Who?",You want to know his name? throws file down on the table I'm sure it's in the file.
You want to know his name? throws file down on the table I'm sure it's in the file.,"Or you could ask her. She's his oldest, bestest friend. They were in Cub Scouts together."
I'll get started on the blood tests.,"You haven't been a real doctor in ten years, you'll make a mess all over the sheet."
You have clinic duty. I still know how to handle a Patient.,Get me blood. Lots of blood.
Get me blood. Lots of blood.,They're better. They've showered.
"His PTT is prolonged, the fibrin split products are off, he's not clotting properly. It looks like a mild case of DIC.","Well, obviously not that mild."
All this from falling off my roof!,"Yeah, if only he'd fallen on his head. Then he wouldn't have any of these symptoms."
We need something stronger than heparin. HuMan activated protein C.,"Looks like Cuddy, same cleavage. Protein C is indiCated only for sEvere sepsis."
"Well, how Many of his limbs have to be at stake, for it to be sEvere?","But this stuff is crazy dangerous. It can cause internal bleeding. If he bleeds, he could stroke, he could die."
He could get better.,"You know, if I tried a scheme like this, you'd give me that nasty, wrinkly face and screech like a hyena."
"It's very sexy, I admit. Do it.",Protein C is border-line irresponsible. 'Cept that the safe stuff isn't doing squat.
This is exactly the type of thing you would do.,"Well, obviously."
You were just jerking Cuddy around?,You seriously thought I wanted to stop her?
One thing Cuddy is not is clueless.,"No, first causality of this case is her sense of humor."
"His fingers are Even darker, his temperature is 102 and spiking, and the x-ray now shows lung infiltrates.",The good news is he won't be bitParkng about losing his hand if he can't breathe.
The trauma from the fall could cause actuate respiratory distress syndrome.,"Right, I forgot. Your roof."
It would cause lung infiltrates and maybe fEver and conceivably the cyanotic fingers.,The only question is why?
The only question is why? Why what?,Why her weird psychopathology requires a diagnosis formed entirely by personal guilt.
Pneumonia doesn't hit that fast.,"Sure, only pavement hits that fast. It's not pneumonia. Might have missed a finger turning dark, he's not going to miss breathing pRoblems. What else?"
It's pneumonia. He wanted to go home. I thought he was lying. I told him I had a dinner party. I made him go up there.,"Well, why didn't you just take out a gun and shoot him?"
I thought it was just asthma.,"Might have mentioned this earlier, Doctor. Maybe we could have sent some blood cultures to the lab, instead of wasting a day indulging your self-loathing."
"If it's just garden-variety bacterial pneumonia, he's gonna be fine.",So give him garden-variety Levaquin and a garden-variety echo-cardiogram. And go check out the kid's House.
"The blood work will show us which type of pneumonia it is, if","If he's huffing nail polish, or pulling the wings off his pet parrot, this way will be faster."
It's Alfredo. And I can handle getting a key and,Rico and I no longer trust you deciding what's important and what's not.
You Ever think about writing a book on office politics?,Trust me. It would be a lot worse if I told her you have to break into her House.
"Wait, wait, wait. Cuddy's House?","See, it is shocking. Guy's been working there Every day for the last three weeks. Do you think it's impossible that he could have picked something up?"
I'm not breaking into my boss's House.,I'm your boss.
She's scarier than you are.,"Oh, she's a Woman. Relax, I'm coming with."
"No, nothing wrong with that.",What do you think? Red thongs? I think red thongs. 'Kay!
What do you think? Red thongs? I think red thongs. 'Kay!,Twenty bucks says I can get through this door in twenty seconds.
So how did you know about her key? You been doing a little handyMan work for Cuddy yourself?,Someone as obsessive and insecure as Cuddy pRobably has three extra keys hidden within ten feet of the door.
"Oh, and you consider obsession a negative quality?","Insecticide is organic, soap is hypoallergenic."
"Insecticide is organic, soap is hypoallergenic.",I got the bedroom.
I got the bedroom.,This is where it all happens.
There's no way you deduced where that key was.,Does this count as red?
"You gave yourself twenty seconds, then put money on it.",Oh my God. She's got pictures of you in here.
Oh my God. She's got pictures of you in here.,Just you. It's like some kind of weird shrine.
It's like some kind of weird shrine. You're kidding.,Yeah.
You're kidding. Yeah.,She uses super tampons. What does that mean?
You two are just too nasty to each other not to have been!nasty.,"Hey, I can be a jerk to people I haven't slept with. I am that good."
There's nothing here. Are you ready to go or you got some more stuff you want to sniff?,Whoa. Check this out. It's fuzzy. It's black. It's alive.
Patient's lung function is declining rapidly. Levaquin's not working. He obviously doesn't have garden-variety pneumonia.,I'm glad you learned to take his impending death in stride.
Guess what he does have. Rats.,Scars on his hand!
Scars on his hand! Rat bites.,But he says they're from construction work so he won't have to admit he's got rats in the home. Catholics are right. Pride will kill you.
Rat bite fEver.,"Boogy, oggy, oogy."
It fits the symptoms perfectly.,It's certainly one possibility. What about the aspergillus fungus we found under the sink?
What about the aspergillus fungus we found under the sink? What sink?,You ought to clean your bathroom better.
You broke into my House?,"No, that would be wrong. I had a key."
Oh damn. You're right. The focal consolidation makes fungal pneumonia far more likely.,"You're right I'm right. On the bright side, it has the advantage of keeping you totally responsible."
