anchor,response
Place has been cleaned and sanitized by our Patient. We sent for the autopsy report! pRobably take a week to get it.,"When he's not working, where does he go all day to hide out?"
"Anesthesia? No, it's gotta be 6 smudge. Let's say you're right. It wouldn't be that uncommon after trauma, after that much blood loss.",My perceptions are compromised and my judgment is compromised. What if his wife told me that the Patient just got bit by a rabid Vietnamese leopard?
One day at a time. handing the box to House Napkin rings. My way of saying thanks.,taking the box For trying to wreck your marriage?
Her deep tendon reflexes seemed a bit weak to me.,from phone Areflexia could mean Miller-Fisher.
"Ooh, a metaphor. What you didn't foresee is that is that I actually do have a sex doll.","Your doll is your kids. Yours is your parents, yours is your charity. All excuses for not being in a relationship."
I'll draw cultures. Pneumonia should be bacteria in his blood.,It's gonna take longer than 24 hours.
And the blood?,shrugging it off Could be anybody's. Monogram's definitely his.
He wants a second opinion.,Second to his own. Okay. Closes chart It's not TB.
Have you seen this bug?,pointing to his hand Have you seen this bite?
And then get her to eat some cake and ice cream. Yes?,"Hi! Jodi, I'm Dr. House. What happened to your wrist?"
"I can draw some blood, but then I gotta run.",whirls around Job interview?
I didn't do it to be happy. I just thought I would be.,"Well, you can't always get what you want. Wilson opens the door and House hands him a twenty. To the victor of the spoils. Your bird recover okay?"
"Paddles! Charging. 250. Clear! Charging, 300. Clear! Charging, 360. Clear! Epinephrine. We start to hear no sound except that of the paddles charging and clearing. Chase continues in his efforts to revive Henry, Amy is crying in shock in a corner",Are you going to tell her?
I thought it was just asthma.,"Might have mentioned this earlier, Doctor. Maybe we could have sent some blood cultures to the lab, instead of wasting a day indulging your self-loathing."
I'm thirsty. It's closed!,yanks his cane back and starts whacking the lock again until it does open and the gate rolls up out of the way It's not now.
You really don't need to know Everything about Everybody.,"I don't need to watch the OC, but it makes me happy."
There is no personality disorder. He's a teenager.,"Being a teenager excuses the odd inappropriate comment. This kid say anything appropriate? announcing He's having cluster headaches. PRobably been having them for years. Question is, what's causing them?"
Yeah I didn't or yeah I did?,WhichEver one means you almost had me convinced it was a good idea.
You can't ride that thing in here.,"Speaking of things, He looks through the stack of invitations he is carrying I'm having one on Friday."
There're people dying in Africa of a disease that we cured over,"Yeah, I know."
"You wanna get back at these guys? Get out alive on Friday. A buzzer sounds. All right, now go to work, House. He claps House on the shoulder. House walks past him. Oh, and that was Checkmate, right?",voice from the hall Yep.
"Metabolic causes. Liver, kidney, diabetes","Check for Everything, feds are paying. We're gonna turn a profit on this one, boys."
This is none of your business.,You should have thought of that before you stalked me. Now I'm interested. To the dad. So what's he got to apologize for? You're the one who tossed him out.
Pulse is down below 50.,So's her IQ. Help her up. Get her heart going faster. He looks at Oliver who goes over to help.
Tachycardia can be explained by the burn.,I assume the burn unit knew that.
You need to up your insulin to chocolate Parkp ice cream lEvels. Insulin?,"Yeah, you remember."
"I'm not bargaining sex for babysitting. Besides, you owe me.",For what?
"We have to change her mind, you can't just walk away.","Fine, go on in there and tell her that Every day is a blessing!"
But you meant a hooker.,Yeah. Baby steps.
Foreman. Again?,sitting down behind his desk You have a pRoblem.
"Transverse myelitis. Could cause numbness, anal sphincter dysfunction, and the shocks.","Thank you for taking no interest in my mother. But that begs the question, what caused the transverse myelitis?"
That's what I told him the first time. Still wound up driving into Manhattan.,Tell him his life hangs in the balance. Tell him the rash is flesh-eating and the next course in the menu is his frank and beans.
"Squamous cell lung cancer. 12 years in remission. I was able to walk my daughter down the aisle last May. Thank you, Dr. Wilson.",I did the math. 74 Parkldren are alive today because of you. 14 grandParkldren.
It could be used as a weapon against the pilot.,looks back the noisy kid Only if he's stuck in a bottle of Zinfandel.
You want us to recheck?,No. If it's environmental he'll get better just from staying here.
"House, when you moved in, I promised your therapist I'd be here for you. I can't be here if I'm there, unless you're there too. So it's not a discussion.",Fine.
I love my wife.,You risked this job. With nothing to fall back on.
I'm okay. As long as you don't expect rhythm.,"You remember the last time we danced? Med school, the week we met."
Liver isn't damaged. The tests were normal.,"So if the liver cells are damaged -- it's theoretically possible to pass into the lymphatic system. Liver failure could also explain pleural effusion, Even the heart issues."
Patient's stroking out.,Chase? Can you get me out of Ohh! Hello?
Take five. Stop.,"Why? Unless they're not hers. To Stella. You need some water, sweetie?"
"You want a negative test for Every auto-immune disease known to Man? Fine, I'll get them!",Be home by midnight or he can't have the car this weekend. Chase stops by the door. You guys talk? Did he tell you why he's here?
"Think what you want that I'm here to get a job, that I'm here to wrap you in swaddling clothes.","The pRoblem is, I think neither. Because neither makes sense. The only thing that does! doesn't."
How'd you know? House walks out.,"The answer was staring right at us the whole time, as plain as the nose on our faces, or the nose on his face."
"Congratulations, House. Sam ended it.",Go test our Patient's blood!
"There is no case, House. Even if dystonia was some big medical mystery, it's not this time.","You're not intrigued as to how a perfectly healthy ten-year-old boy, with no prior musical training, gets into an accident on his way to school..."
"Then do an LP on him. If it's clear, you win. If it's cloudy, he gets the augmentin and we risk a reaction.",nods Sounds like a plan.
"Oh, I wouldn't do that.",Wouldn't respect you if you did.
"No it's not. I've tapped over 30 guys and nEver wanted to see most of them again. House and Adams look at each other, surprised and speechless. I live next to a Jewish frat.",We are veering wildly off track. Please continue.
"You don't explain this, I'll cancel the surgery.",Can I explain why you're here?
With regards to your employment.,I like things the way they are. I get just enough puzzle to solve without the scornful visits from you. Until now.
